antibodytarget,cellline,tissue,cid,compound,concentration,concordancetable,datasetid,factor,level1,level2,libraryid,lincspertid,nCtrSamples,nTrtSamples,peaktype,platform,signatureid,lincsSigID,organism,clueIoCompound,integratedMoas,GeneTargets,time,treatment,perturbagenID,stitchID,pubChemID,is_exemplar,pert_type
,,bone cancer,,2-(Allylamino)-3-chloronaphthoquinone,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-19709,,,,,CTRS_1001,,,,,,,2-(Allylamino)-3-chloronaphthoquinone,BRD-K45681478,,,,
,,bone cancer,,BRD-K48477130,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1002,,,,,,,BRD-K48477130,BRD-K48477130,,,,
,,bone cancer,,BRD-K50799972,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-11526,,,,,CTRS_1003,,,,,,,BRD-K50799972,BRD-K50799972,,,,
,,bone cancer,,CHEMBL2381520,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-36786,,,,,CTRS_1004,,,,,,,CHEMBL2381520,BRD-K51490254,,,,
,,bone cancer,,BRD-K51831558,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1005,,,,,,,BRD-K51831558,BRD-K51831558,,,,
,,bone cancer,,BRD-K52037352,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-35878,,,,,CTRS_1006,,,,,,,BRD-K52037352,BRD-K52037352,,,,
,,bone cancer,,SCHEMBL12684744,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-40288,,,,,CTRS_1007,,,,,,,SCHEMBL12684744,BRD-K55116708,,,,
,,bone cancer,,BRD-K61166597,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1008,,,,,,,BRD-K61166597,BRD-K61166597,,,,
,,bone cancer,,CHEMBL2355724,0.00091 - 66uM,concordanceLib10,,,,,LIB_10,LSM-7694,,,,,CTRS_1009,,,,,,,CHEMBL2355724,BRD-K63431240,,,,
,,CTRP cell lines,,ML162,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1493,,,,,CTRS_101,,,,,,,ML162,BRD-A36275421,,,,
,,bone cancer,,MLS003179190,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-3441,,,,,CTRS_1010,,,,Caspase inhibitor,CASP3,,MLS003179190,BRD-K64610608,,,,
,,bone cancer,,MLS002473913,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-36022,,,,,CTRS_1011,,,,,,,MLS002473913,BRD-K66453893,,,,
,,bone cancer,,BRD-K66532283,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1012,,,,,,,BRD-K66532283,BRD-K66532283,,,,
,,bone cancer,,BRD-K70511574,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1013,,,,,,,BRD-K70511574,BRD-K62825658,,,,
,,bone cancer,,BRD-K71781559,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1014,,,,,,,BRD-K71781559,BRD-K71781559,,,,
,,bone cancer,,AC1O9BJ3,0.0025 - 83uM,concordanceLib10,,,,,LIB_10,LSM-4717,,,,,CTRS_1015,,,,,,,AC1O9BJ3,BRD-K71935468,,,,
,,bone cancer,,BRD-K80183349,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1016,,,,,,,BRD-K80183349,BRD-K80183349,,,,
,,bone cancer,,Broad-Sai-560,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45991,,,,,CTRS_1017,,,,HDAC inhibitor,,,Broad-Sai-560,BRD-K85133207,,,,
,,bone cancer,,PCI-34051,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-4812,,,,,CTRS_1018,,,,HDAC inhibitor,HDAC1|HDAC10|HDAC6|HDAC8,,PCI-34051,BRD-K88742110,,,,
,,bone cancer,,CHEMBL2152368,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-44609,,,,,CTRS_1019,,,,,,,CHEMBL2152368,BRD-K90370028,,,,
,,CTRP cell lines,,CIL41,0.0049 - 160uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_102,,,,,,,CIL41,BRD-K05392795,,,,
,,bone cancer,,BRD-K92856060,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1020,,,,,,,BRD-K92856060,BRD-K92856060,,,,
,,bone cancer,,SPOX1_002925,0.0025 - 83uM,concordanceLib10,,,,,LIB_10,LSM-4769,,,,,CTRS_1021,,,,,,,SPOX1_002925,BRD-K94991378,,,,
,,bone cancer,,BRD-K97651142,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1022,,,,,,,BRD-K97651142,BRD-K97651142,,,,
,,bone cancer,,BRD-K99006945,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1023,,,,,,,BRD-K99006945,BRD-K99006945,,,,
,,bone cancer,,BRD-M00053801,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1024,,,,,,,BRD-M00053801,BRD-M00053801,,,,
,,bone cancer,,ICG-001,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-6267,,,,,CTRS_1025,,,,,,,ICG-001,BRD-K73261812,,,,
,,bone cancer,,BRD1835,0.0041 - 130uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1026,,,,,,,BRD1835,BRD-K62801835,,,,
,,bone cancer,,STK178014,0.0049 - 160uM,concordanceLib10,,,,,LIB_10,LSM-43108,,,,,CTRS_1027,,,,,,,STK178014,BRD-K86574132,,,,
,,bone cancer,,ST021200,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4601,,,,,CTRS_1028,,,,,,,ST021200,BRD-K35716340,,,,
,,bone cancer,,BRD-8899,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-29350,,,,,CTRS_1029,,,,Serine/threonine kinase inhibitor,,,BRD-8899,BRD-K22828899,,,,
,,CTRP cell lines,,NSC30930,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_103,,,,,,,NSC30930,BRD-K29711668,,,,
,,bone cancer,,STK219801,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-43281,,,,,CTRS_1030,,,,Histone acetyltransferase inhibitor,,,STK219801,BRD-K68548958,,,,
,,bone cancer,,ZINC01050121,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-6210,,,,,CTRS_1031,,,,,,,ZINC01050121,BRD-K05649647,,,,
,,bone cancer,,32703-82-5,0.0041 - 130uM,concordanceLib10,,,,,LIB_10,LSM-4897,,,,,CTRS_1032,,,,Kinesin inhibitor,KIF11,,32703-82-5,BRD-K89329876,,,,
,,bone cancer,,Brefeldin A,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-42812,,,,,CTRS_1033,,,,Brefeldin A inhibited guanine nucleotide exchange protein inhibitors|Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor inhibitor|Protein synthesis inhibitor,,,Brefeldin A,BRD-A31107743,,,,
,,bone cancer,,Brivanib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-5421,,,,,CTRS_1034,,,,FGFR inhibitor|VEGFR inhibitor,FGFR1|FGFR2|FGFR3|FGFR4|FLT1|FLT4|KDR,,Brivanib,BRD-K28428262,,,,
,,bone cancer,,Alpelisib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-4256,,,,,CTRS_1035,,,,PI3-kinase p110-alpha subunit inhibitor,PIK3CA,,Alpelisib,BRD-K54997624,,,,
,,bone cancer,,C6-ceramide,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1036,,,,,,,C6-ceramide,BRD-K08608874,,,,
,,bone cancer,,Cabozantinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1195,,,,,CTRS_1037,,,,Hepatocyte growth factor receptor inhibitor|Vascular endothelial growth factor receptor 2 inhibitor,KDR|MET,,Cabozantinib,BRD-K51544265,,,,
,,bone cancer,,Idelalisib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1205,,,,,CTRS_1038,,,,PI3K inhibitor,PIK3CD|PIK3CG,,Idelalisib,BRD-K60866521,,,,
,,bone cancer,,Canertinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1120,,,,,CTRS_1039,,,,EGFR inhibitor,EGFR|ERBB2|ERBB4,,Canertinib,BRD-K50168500,,,,
,,CTRP cell lines,,CIL70,0.0012 - 40uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_104,,,,,,,CIL70,BRD-K20215950,,,,
,,bone cancer,,GSK-319347A,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1216,,,,,CTRS_1040,,,,IKK inhibitor,IKBKG,,GSK-319347A,BRD-K51781482,,,,
,,bone cancer,,CAY-10594,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-6256,,,,,CTRS_1041,,,,Phospholipase inhibitor,PLD2,,CAY-10594,BRD-K61662457,,,,
,,bone cancer,,CAY10618,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4946,,,,,CTRS_1042,,,,NAMPT inhibitor,NAMPT,,CAY10618,BRD-K83289131,,,,
,,bone cancer,,CBB-1007,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1043,,,,,,,CBB-1007,BRD-K84754008,,,,
,,bone cancer,,CCT036477,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-36860,,,,,CTRS_1044,,,,,,,CCT036477,BRD-A22997170,,,,
,,bone cancer,,CHEMBL1434137,0.0041 - 130uM,concordanceLib10,,,,,LIB_10,LSM-6234,,,,,CTRS_1045,,,,Retinoid receptor agonist,RARG,,CHEMBL1434137,BRD-K25737009,,,,
,,bone cancer,,O-Demethylated Adapalene,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-6237,,,,,CTRS_1046,,,,Retinoid receptor agonist,RARG,,O-Demethylated Adapalene,BRD-K28907958,,,,
,,bone cancer,,Cediranib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-5926,,,,,CTRS_1047,,,,KIT inhibitor|VEGFR inhibitor,FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB,,Cediranib,BRD-K86930074,,,,
,,bone cancer,,ceranib-2,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1048,,,,,,,ceranib-2,BRD-K31514534,,,,
,,bone cancer,,Cerulenin,0.0045 - 150uM,concordanceLib10,,,,,LIB_10,LSM-43210,,,,,CTRS_1049,,,,Fatty acid synthase inhibitor,FASN,,Cerulenin,BRD-K52075040,,,,
,,CTRP cell lines,,MI-1,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_105,,,,,,,MI-1,BRD-K64497429,,,,
,,bone cancer,,Ch-55,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1050,,,,,,,Ch-55,BRD-K71487808,,,,
,,bone cancer,,CHIR-99021,0.0024 - 80uM,concordanceLib10,,,,,LIB_10,LSM-1181,,,,,CTRS_1051,,,,Glycogen synthase kinase inhibitor,,,CHIR-99021,BRD-K16189898,,,,
,,bone cancer,,Chlorambucil,0.0081 - 270uM,concordanceLib10,,,,,LIB_10,LSM-2645,,,,,CTRS_1052,,,,DNA inhibitor,,,Chlorambucil,BRD-K29458283,,,,
,,bone cancer,,CHM-1,0.00049 - 16uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1053,,,,,,,CHM-1,BRD-K94145482,,,,
,,bone cancer,,CL-976,0.0081 - 270uM,concordanceLib10,,,,,LIB_10,LSM-6282,,,,,CTRS_1054,,,,ACAT inhibitor,ACAT1,,CL-976,BRD-K88544581,,,,
,,bone cancer,,Ciclopirox,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-5307,,,,,CTRS_1055,,,,Membrane integrity inhibitor,ATP1A1,,Ciclopirox,BRD-K13044802,CID2749,2749,,
,,bone cancer,,Cyclosporine,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-42817,,,,,CTRS_1056,,,,Calcineurin inhibitor,PPIA|PPP3CA,,Cyclosporine,BRD-A38030642,,,,
,,bone cancer,,CID-5951923,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1057,,,,,,,CID-5951923,BRD-A86956638,,,,
,,bone cancer,,CIL41,0.0049 - 160uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1058,,,,,,,CIL41,BRD-K05392795,,,,
,,bone cancer,,CIL55A,0.0024 - 80uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1059,,,,,,,CIL55A,BRD-K69982010,,,,
,,CTRP cell lines,,DBeQ,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_106,,,,,,,DBeQ,BRD-K59204667,,,,
,,bone cancer,,CIL56,0.000076 - 2.50uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1060,,,,,,,CIL56,BRD-K11740178,,,,
,,bone cancer,,CIL70,0.0012 - 40uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1061,,,,,,,CIL70,BRD-K20215950,,,,
,,bone cancer,,Clofarabine,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45668,,,,,CTRS_1062,,,,DNA polymerase (alpha/delta/epsilon) inhibitor (DNA polymerase|Ribonucleoside-diphosphate reductase RR1 inhibitor,POLA1|POLD1|POLE|RRM1|RRM2|RRM2B,,Clofarabine,BRD-K34022604,,,,
,,bone cancer,,COL-3,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-36908,,,,,CTRS_1063,,,,Matrix metalloprotease inhibitor,,,COL-3,BRD-A59431241,,,,
,,bone cancer,,Fcodpguefhccia-Uhfffaoysa-N,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-42689,,,,,CTRS_1064,,,,Caspase activator,CASP3,,Fcodpguefhccia-Uhfffaoysa-N,BRD-K30064966,,,,
,,bone cancer,,compound 1B,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1065,,,,,,,compound 1B,BRD-A42556028,,,,
,,bone cancer,,Compound 23 citrate,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1066,,,,,,,Compound 23 citrate,BRD-K67112618,,,,
,,bone cancer,,CHEMBL520231,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-43280,,,,,CTRS_1067,,,,Exportin antagonist,XPO1,,CHEMBL520231,BRD-K61829047,,,,
,,bone cancer,,CR-1-31B,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1068,,,,,,,CR-1-31B,BRD-K23547378,,,,
,,bone cancer,,Crizotinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1027,,,,,CTRS_1069,,,,ALK tyrosine kinase receptor inhibitor,ALK|MET,,Crizotinib,BRD-K78431006,,,,
,,CTRP cell lines,,Mdivi-1,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_107,,,,,,,Mdivi-1,BRD-K61128465,,,,
,,bone cancer,,Cucurbitacin-I,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-43115,,,,,CTRS_1070,,,,JAK inhibitor|Lipocortin synthesis stimulant|STAT inhibitor,JAK2|STAT3,,Cucurbitacin-I,BRD-A28105619,,,,
,,bone cancer,,BSPBIO_001592,0.0051 - 170uM,concordanceLib10,,,,,LIB_10,LSM-43102,,,,,CTRS_1071,,,,Cyclooxygenase inhibitor|Histone acetyltransferase inhibitor|Lipoxygenase inhibitor|NFkB pathway inhibitor,PTGS1|PTGS2,,BSPBIO_001592,BRD-K74148702,,,,
,,bone cancer,,CHEMBL436817,0.0041 - 130uM,concordanceLib10,,,,,LIB_10,LSM-6200,,,,,CTRS_1072,,,,Kinase inhibitor,,,CHEMBL436817,BRD-K00088062,,,,
,,bone cancer,,Cyclophosphamide,0.0041 - 130uM,concordanceLib10,,,,,LIB_10,LSM-4961,,,,,CTRS_1073,,,,DNA alkylating agent,CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP3A4|CYP3A5|CYP3A7,,Cyclophosphamide,BRD-A09722536,,,,
,,bone cancer,,Cytarabine,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-5470,,,,,CTRS_1074,,,,Ribonucleotide reductase inhibitor,POLA1|POLB|POLD1|POLE,,Cytarabine,BRD-K33106058,,,,
,,bone cancer,,Cytochalasin B,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-43278,,,,,CTRS_1075,,,,Microtubule inhibitor,ACTB,,Cytochalasin B,BRD-K26664453,,,,
,,bone cancer,,Dabrafenib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-6303,,,,,CTRS_1076,,,,RAF inhibitor,BRAF,,Dabrafenib,BRD-K09951645,,,,
,,bone cancer,,Dacarbazine,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-5487,,,,,CTRS_1077,,,,DNA alkylating agent,,,Dacarbazine,BRD-K35520305,CID5281007,5281007,,
,,bone cancer,,FK 866,0.0000079 - 2uM,concordanceLib10,,,,,LIB_10,LSM-43216,,,,,CTRS_1078,,,,Niacinamide phosphoribosyltransferase inhibitor,NAMPT,,FK 866,BRD-K58550667,,,,
,,bone cancer,,Darinaparsin,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4924,,,,,CTRS_1079,,,,Apoptosis stimulant,,,Darinaparsin,BRD-K35723520,,,,
,,CTRP cell lines,,ASN 05257430,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-2975,,,,,CTRS_108,,,,,,,ASN 05257430,BRD-K44241590,,,,
,,bone cancer,,Dasatinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1020,,,,,CTRS_1080,,,,Bcr-Abl kinase inhibitor|Ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|Src inhibitor|Tyrosine kinase inhibitor,ABL1|BCR|BLK|EPHA2|FGR|FRK|FYN|HCK|KIT|LCK|LYN|PDGFRB|SRC|SRMS|YES1,,Dasatinib,BRD-K49328571,,,,
,,bone cancer,,DBeQ,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1081,,,,,,,DBeQ,BRD-K59204667,,,,
,,bone cancer,,Decitabine,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-5855,,,,,CTRS_1082,,,,DNA methyltransferase inhibitor,DNMT1|DNMT3A,,Decitabine,BRD-K79254416,,,,
,,bone cancer,,"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4412,,,,,CTRS_1083,,,,Glucocorticoid receptor agonist,NR3C1,,"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",BRD-A35108200,,,,
,,bone cancer,,Dinaciclib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-6306,,,,,CTRS_1084,,,,Cyclin-dependent kinase 1 inhibitor|Cyclin-dependent kinase 2 inhibitor|Cyclin-dependent kinase 5 inhibitor|Cyclin-dependent kinase 9 inhibitor,CDK1|CDK2|CDK5|CDK9,,Dinaciclib,BRD-K13662825,,,,
,,bone cancer,,DOCETAXEL,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45649,,,,,CTRS_1085,,,,,,,DOCETAXEL,BRD-A05821830,,,,
,,bone cancer,,Doxorubicin,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-4062,,,,,CTRS_1086,,,,DNA topoisomerase II alpha inhibitor,TOP2A,,Doxorubicin,BRD-K92093830,CID31703,31703,,
,,bone cancer,,ELCPK,0.000012 - 0.400uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1087,,,,,,,ELCPK,BRD-K44847641,,,,
,,bone cancer,,elocalcitol,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1088,,,,,,,elocalcitol,BRD-A04287157,,,,
,,bone cancer,,Entinostat,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-4811,,,,,CTRS_1089,,,,HDAC inhibitor,HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9,,Entinostat,BRD-K77908580,,,,
,,CTRP cell lines,,CID-5951923,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_109,,,,,,,CID-5951923,BRD-A86956638,,,,
,,bone cancer,,Epigalocatechin Gallate,0.009 - 300uM,concordanceLib10,,,,,LIB_10,LSM-5661,,,,,CTRS_1090,,,,Bacterial DNA gyrase inhibitor,FASN,,Epigalocatechin Gallate,BRD-K55591206,,,,
,,bone cancer,,Erastin,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-4914,,,,,CTRS_1091,,,,Ion channel antagonist,VDAC2,,Erastin,BRD-A25004090,,,,
,,bone cancer,,Erismodegib,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4938,,,,,CTRS_1092,,,,Smoothened receptor antagonist,SMO,,Erismodegib,BRD-K19796430,,,,
,,bone cancer,,Erlotinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1097,,,,,CTRS_1093,,,,EGFR inhibitor,EGFR,,Erlotinib,BRD-K70401845,,,,
,,bone cancer,,etomoxir,0.009 - 300uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1094,,,,,,,etomoxir,BRD-K81335284,,,,
,,bone cancer,,Etoposide,0.00086 - 28uM,concordanceLib10,,,,,LIB_10,LSM-6348,,,,,CTRS_1095,,,,DNA topoisomerase II inhibitor,TOP2A|TOP2B,,Etoposide,BRD-K37798499,CID36462,36462,,
,,bone cancer,,ETP-46464,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1096,,,,,,,ETP-46464,BRD-K24556407,,,,
,,bone cancer,,848193-68-0,0.0024 - 80uM,concordanceLib10,,,,,LIB_10,LSM-6271,,,,,CTRS_1097,,,,SIRT inhibitor,SIRT1,,848193-68-0,BRD-K76964878,,,,
,,bone cancer,,Fingolimod (FTY720) HCl,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45416,,,,,CTRS_1098,,,,Sphingosine 1-phosphate receptor agonist,S1PR1|S1PR2|S1PR3|S1PR4|S1PR5,,Fingolimod (FTY720) HCl,BRD-K88025533,,,,
,,bone cancer,,Fluorouracil,0.0041 - 130uM,concordanceLib10,,,,,LIB_10,LSM-4261,,,,,CTRS_1099,,,,RNA synthesis inhibitor|Thymidylate synthase inhibitor,DPYD|TYMS,,Fluorouracil,BRD-K24844714,,,,
,,CTRP cell lines,,Gossypol,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-6229,,,,,CTRS_11,,,,BCL inhibitor|MCL1 inhibitor,BCL2|BCL2L1|MCL1,,Gossypol,BRD-K19295594,CID3503,3503,,
,,CTRP cell lines,,IU1,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_110,,,,,,,IU1,BRD-K45841694,,,,
,,bone cancer,,fluvastatin,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1100,,,,,,,fluvastatin,BRD-A52530402,,,,
,,bone cancer,,Foretinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1158,,,,,CTRS_1101,,,,VEGFR inhibitor,FLT1|FLT3|FLT4|KDR|KIT|MET|PDGFRA|PDGFRB|TEK,,Foretinib,BRD-K03449891,,,,
,,bone cancer,,FQI-1,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1102,,,,,,,FQI-1,BRD-A91658086,,,,
,,bone cancer,,FQI-2,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1103,,,,,,,FQI-2,BRD-K35498412,,,,
,,bone cancer,,Fumonisin-B1,0.015 - 500uM,concordanceLib10,,,,,LIB_10,LSM-6190,,,,,CTRS_1104,,,,Sphingosine N acyltransferase inhibitor,CERS1,,Fumonisin-B1,BRD-A63646118,,,,
,,bone cancer,,GANT-61,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-4903,,,,,CTRS_1105,,,,GLI antagonist,GLI1|GLI2,,GANT-61,BRD-K09485525,,,,
,,bone cancer,,MLS006011051,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-42801,,,,,CTRS_1106,,,,RAF inhibitor,BRAF,,MLS006011051,BRD-K67578145,,,,
,,bone cancer,,Pictilisib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1047,,,,,CTRS_1107,,,,PI3K inhibitor,PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5,,Pictilisib,BRD-K52911425,,,,
,,bone cancer,,Gefitinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1098,,,,,CTRS_1108,,,,EGFR inhibitor,EGFR,,Gefitinib,BRD-K64052750,,,,
,,bone cancer,,Gemcitabine,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-5333,,,,,CTRS_1109,,,,Ribonucleotide reductase inhibitor,POLA1|POLD1|POLE|RRM1|RRM2|RRM2B,,Gemcitabine,BRD-K15108141,,,,
,,CTRP cell lines,,"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4412,,,,,CTRS_111,,,,Glucocorticoid receptor agonist,NR3C1,,"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",BRD-A35108200,,,,
,,bone cancer,,GMX1778,0.0000087 - 0.300uM,concordanceLib10,,,,,LIB_10,LSM-6247,,,,,CTRS_1110,,,,NAMPT inhibitor,NAMPT,,GMX1778,BRD-K47335880,,,,
,,bone cancer,,Gossypol,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-6229,,,,,CTRS_1111,,,,BCL inhibitor|MCL1 inhibitor,BCL2|BCL2L1|MCL1,,Gossypol,BRD-K19295594,CID3503,3503,,
,,bone cancer,,GSK-3 Inhibitor IX,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-42780,,,,,CTRS_1112,,,,Glycogen synthase kinase inhibitor|Lipoxygenase inhibitor,GSK3A|GSK3B,,GSK-3 Inhibitor IX,BRD-K04923131,,,,
,,bone cancer,,GSK J4,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-6328,,,,,CTRS_1113,,,,,,,GSK J4,BRD-K98203492,,,,
,,bone cancer,,GSK-1059615,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-42798,,,,,CTRS_1114,,,,PI3K inhibitor,PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5,,GSK-1059615,BRD-K06750613,,,,
,,bone cancer,,GSK2636771,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45667,,,,,CTRS_1115,,,,PI3-kinase p110-beta subunit inhibitor,PIK3CB,,GSK2636771,BRD-K49215523,,,,
,,bone cancer,,GSK4112,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1116,,,,,,,GSK4112,BRD-K78667050,,,,
,,bone cancer,,GSK-461364,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1013,,,,,CTRS_1117,,,,PLK inhibitor,PLK1,,GSK-461364,BRD-K92428232,,,,
,,bone cancer,,GSK 525762A,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-6334,,,,,CTRS_1118,,,,,,,GSK 525762A,BRD-K08109215,,,,
